1116211054888886272,2
534111616212533258,2
1158799621699666051,1
930834558444773446,1
365163371101814794,2
1158882716926873722,2
1179093444367491115,1
1113673648595812413,1
879689038712434740,1
814532456530182144,1
784903610542194729,1
601293200514351104,1
925006582117457960,1
1110278783300276345,1
1237237928522940506,1
1066432755644252291,1
764968497599217714,2
1137635572836483152,1
609554050450718771,1
1238984813172621345,2
854203302160760874,1
1111861378093944832,1
478971804090630155,3
1005864663659069452,1
1186050973433597999,1
812084225884946502,1
672972385862942747,1
1302710455671853108,1
747768003508174848,1
1044370052394270790,1
